School_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
SEMBAWANG PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
SEMBAWANG PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,
SEMBAWANG PRIMARY SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,
SEMBAWANG PRIMARY SCHOOL,PRIMARY,CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,
SEMBAWANG PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
SEMBAWANG PRIMARY SCHOOL,PRIMARY,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
SEMBAWANG PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,
SEMBAWANG PRIMARY SCHOOL,PRIMARY,INTERNATIONAL CHESS,CLUBS AND SOCIETIES,
SEMBAWANG PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,
SEMBAWANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SCIENCE,CLUBS AND SOCIETIES,
SEMBAWANG PRIMARY SCHOOL,PRIMARY,RED CROSS YOUTH,UNIFORMED GROUPS,
SEMBAWANG PRIMARY SCHOOL,PRIMARY,RUGBY,PHYSICAL SPORTS,
SEMBAWANG PRIMARY SCHOOL,PRIMARY,SOFTBALL,PHYSICAL SPORTS,
SEMBAWANG PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (PREFECT),OTHERS,
SEMBAWANG PRIMARY SCHOOL,PRIMARY,TABLE TENNIS,PHYSICAL SPORTS,
SEMBAWANG PRIMARY SCHOOL,PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,
SEMBAWANG SECONDARY SCHOOL,SECONDARY (S1-S5),AUDIO VISUAL AID,CLUBS AND SOCIETIES,
SEMBAWANG SECONDARY SCHOOL,SECONDARY (S1-S5),BADMINTON,PHYSICAL SPORTS,
SEMBAWANG SECONDARY SCHOOL,SECONDARY (S1-S5),BOYS' BRIGADE,UNIFORMED GROUPS,
SEMBAWANG SECONDARY SCHOOL,SECONDARY (S1-S5),CHINESE DANCE,VISUAL AND PERFORMING ARTS,
SEMBAWANG SECONDARY SCHOOL,SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,
SEMBAWANG SECONDARY SCHOOL,SECONDARY (S1-S5),FLOORBALL,PHYSICAL SPORTS,
SEMBAWANG SECONDARY SCHOOL,SECONDARY (S1-S5),FOOTBALL,PHYSICAL SPORTS,
SEMBAWANG SECONDARY SCHOOL,SECONDARY (S1-S5),GIRLS' BRIGADE,UNIFORMED GROUPS,
SEMBAWANG SECONDARY SCHOOL,SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,
SEMBAWANG SECONDARY SCHOOL,SECONDARY (S1-S5),MALAY DANCE,VISUAL AND PERFORMING ARTS,
SEMBAWANG SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (SEA),UNIFORMED GROUPS,
SEMBAWANG SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,
SEMBAWANG SECONDARY SCHOOL,SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,
SEMBAWANG SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (COUNCIL),OTHERS,
SEMBAWANG SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (HOUSE),OTHERS,
SEMBAWANG SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENTS' COUNCIL,CLUBS AND SOCIETIES,
SEMBAWANG SECONDARY SCHOOL,SECONDARY (S1-S5),VOLLEYBALL,PHYSICAL SPORTS,
SENG KANG PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
SENG KANG PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
SENG KANG PRIMARY SCHOOL,PRIMARY,"ENGLISH LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,
SENG KANG PRIMARY SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,
SENG KANG PRIMARY SCHOOL,PRIMARY,HANDBELL ENSEMBLE,VISUAL AND PERFORMING ARTS,
SENG KANG PRIMARY SCHOOL,PRIMARY,HOCKEY,PHYSICAL SPORTS,
SENG KANG PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,ICT Club
SENG KANG PRIMARY SCHOOL,PRIMARY,INTERNATIONAL CHESS,CLUBS AND SOCIETIES,
SENG KANG PRIMARY SCHOOL,PRIMARY,MALAY DANCE,VISUAL AND PERFORMING ARTS,
SENG KANG PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,
SENG KANG PRIMARY SCHOOL,PRIMARY,MODULAR CCA (SPORTS),PHYSICAL SPORTS,
SENG KANG PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,
SENG KANG PRIMARY SCHOOL,PRIMARY,SOFTBALL,PHYSICAL SPORTS,
SENG KANG PRIMARY SCHOOL,PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),ART AND CRAFTS,CLUBS AND SOCIETIES,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),AUDIO VISUAL AID,CLUBS AND SOCIETIES,MEDIA SERVICES CLUB
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),BADMINTON,PHYSICAL SPORTS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),BASKETBALL,PHYSICAL SPORTS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),CHOIR,VISUAL AND PERFORMING ARTS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),FOOTBALL,PHYSICAL SPORTS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),GIRL GUIDES,UNIFORMED GROUPS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),HOCKEY,PHYSICAL SPORTS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),RED CROSS YOUTH,UNIFORMED GROUPS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (ATHLETICS),PHYSICAL SPORTS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (WATER POLO),PHYSICAL SPORTS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (COUNCIL),OTHERS,
SENG KANG SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (HOUSE),OTHERS,
SENGKANG GREEN PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
SENGKANG GREEN PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
SENGKANG GREEN PRIMARY SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,
SENGKANG GREEN PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
SENGKANG GREEN PRIMARY SCHOOL,PRIMARY,DIGITAL MEDIA,CLUBS AND SOCIETIES,
SENGKANG GREEN PRIMARY SCHOOL,PRIMARY,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
SENGKANG GREEN PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,
SENGKANG GREEN PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,
SENGKANG GREEN PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,
SENGKANG GREEN PRIMARY SCHOOL,PRIMARY,GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,
SENGKANG GREEN PRIMARY SCHOOL,PRIMARY,INDIAN DANCE,VISUAL AND PERFORMING ARTS,
SENGKANG GREEN PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,
SENGKANG GREEN PRIMARY SCHOOL,PRIMARY,ROBOTICS,CLUBS AND SOCIETIES,
SENGKANG GREEN PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,
SENGKANG GREEN PRIMARY SCHOOL,PRIMARY,STRING ENSEMBLE,VISUAL AND PERFORMING ARTS,
SENGKANG GREEN PRIMARY SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),BADMINTON,PHYSICAL SPORTS,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),BASKETBALL,PHYSICAL SPORTS,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),BOYS' BRIGADE,UNIFORMED GROUPS,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),CHOIR,VISUAL AND PERFORMING ARTS,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,LANGUAGE ARTS CLUB
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,EARTH CLUB
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),FLOORBALL,PHYSICAL SPORTS,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),FOOTBALL,PHYSICAL SPORTS,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),GIRLS' BRIGADE,UNIFORMED GROUPS,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,MEDIA CLUB
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,DANCE
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),MODULAR CCA (SPORTS),PHYSICAL SPORTS,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),RED CROSS YOUTH,UNIFORMED GROUPS,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),ROBOTICS,CLUBS AND SOCIETIES,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY (S1-S5),TABLE TENNIS,PHYSICAL SPORTS,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),AUDIO VISUAL AID,CLUBS AND SOCIETIES,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),BASKETBALL,PHYSICAL SPORTS,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),CHINESE INSTRUMENTAL ENSEMBLE,VISUAL AND PERFORMING ARTS,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),CHOIR,VISUAL AND PERFORMING ARTS,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),FLOORBALL,PHYSICAL SPORTS,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),FOOTBALL,PHYSICAL SPORTS,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),GIRL GUIDES,UNIFORMED GROUPS,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),MALAY DANCE,VISUAL AND PERFORMING ARTS,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),RED CROSS YOUTH,UNIFORMED GROUPS,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),SCOUTS,UNIFORMED GROUPS,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (ATHLETICS),PHYSICAL SPORTS,
SERANGOON SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (PREFECT),OTHERS,
SHUQUN PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
SHUQUN PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
SHUQUN PRIMARY SCHOOL,PRIMARY,BOYS' BRIGADE,UNIFORMED GROUPS,
SHUQUN PRIMARY SCHOOL,PRIMARY,BRASS BAND,VISUAL AND PERFORMING ARTS,
SHUQUN PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
SHUQUN PRIMARY SCHOOL,PRIMARY,ENGLISH CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,
SHUQUN PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,GREEN CLUB
SHUQUN PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,
SHUQUN PRIMARY SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,
SHUQUN PRIMARY SCHOOL,PRIMARY,GIRLS' BRIGADE,UNIFORMED GROUPS,
SHUQUN PRIMARY SCHOOL,PRIMARY,MEDIA RESOURCE LIBRARY,CLUBS AND SOCIETIES,
SHUQUN PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,CONTEMPORARY DANCE
SHUQUN PRIMARY SCHOOL,PRIMARY,NETBALL,PHYSICAL SPORTS,
SHUQUN PRIMARY SCHOOL,PRIMARY,PUBLICATION,CLUBS AND SOCIETIES,MEDIA PRODUCTION HOUSE
SHUQUN PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,
SHUQUN PRIMARY SCHOOL,PRIMARY,SILAT,PHYSICAL SPORTS,
SHUQUN PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (PREFECT),OTHERS,
SHUQUN PRIMARY SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,
SI LING PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,ART CLUB
SI LING PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
SI LING PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
SI LING PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,SCIEINSTEINS
SI LING PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,
SI LING PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,
SI LING PRIMARY SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,BROWNIES
SI LING PRIMARY SCHOOL,PRIMARY,GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,
SI LING PRIMARY SCHOOL,PRIMARY,HEALTH AND FITNESS,PHYSICAL SPORTS,ACTIVEKIDS
SI LING PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,
SI LING PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,
SI LING PRIMARY SCHOOL,PRIMARY,PHYSICAL SCIENCE,CLUBS AND SOCIETIES,ENVIRONMENTAL AMBASSADORS
SI LING PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (PREFECT),OTHERS,
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,ART CLUB
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,ARTISTIC GYMNASTICS,PHYSICAL SPORTS,
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,CHINESE CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,CHINESE DRAMA CLUB
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,HANDBELL ENSEMBLE,VISUAL AND PERFORMING ARTS,
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,MEDIA PRODUCTION
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,INTERNATIONAL DANCE
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,MODULAR CCA (SPORTS),PHYSICAL SPORTS,
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,MODULAR CCA (VPA),VISUAL AND PERFORMING ARTS,MODULAR DANCE
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,NETBALL,PHYSICAL SPORTS,
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,ROBOTICS,CLUBS AND SOCIETIES,
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (PREFECT),OTHERS,PREFECT
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,TENNIS,PHYSICAL SPORTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),ART AND CRAFTS,CLUBS AND SOCIETIES,ART CLUB
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),ARTISTIC GYMNASTICS,PHYSICAL SPORTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),ARTISTIC SWIMMING,PHYSICAL SPORTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),BADMINTON,PHYSICAL SPORTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),BASKETBALL,PHYSICAL SPORTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),CHINESE DRAMA,VISUAL AND PERFORMING ARTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),CHOIR,VISUAL AND PERFORMING ARTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),CONCERT BAND,VISUAL AND PERFORMING ARTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),DEBATING AND PUBLIC SPEAKING,CLUBS AND SOCIETIES,DEBATE CLUB
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,SCIENCE & ENVIRONMENT CLUB
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),GIRL GUIDES,UNIFORMED GROUPS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),GIRLS' BRIGADE,UNIFORMED GROUPS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),HANDBELL ENSEMBLE,VISUAL AND PERFORMING ARTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),HERITAGE,CLUBS AND SOCIETIES,SC AMBASSADORS
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),HOCKEY,PHYSICAL SPORTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),INTERNATIONAL AND GLOBAL STUDIES,CLUBS AND SOCIETIES,SCMUN
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),MEDIA RESOURCE LIBRARY,CLUBS AND SOCIETIES,LIBRARY CLUB
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),MODERN DANCE,VISUAL AND PERFORMING ARTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),NATIONAL EDUCATION,CLUBS AND SOCIETIES,YOUNG DOCENTS
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),NETBALL,PHYSICAL SPORTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),RED CROSS YOUTH,UNIFORMED GROUPS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),SP-CCA (WATER POLO),PHYSICAL SPORTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),SQUASH,PHYSICAL SPORTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),STRING ENSEMBLE,VISUAL AND PERFORMING ARTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),STUDENT LEADERSHIP (HOUSE),OTHERS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),STUDENT LEADERSHIP (PEER SUPPORT),OTHERS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),STUDENT LEADERSHIP (PREFECT),OTHERS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),SWIMMING,PHYSICAL SPORTS,
SINGAPORE CHINESE GIRLS' SCHOOL,SECONDARY (S1-S4),TENNIS,PHYSICAL SPORTS,
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",ARTISTIC GYMNASTICS,PHYSICAL SPORTS,
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",ARTISTIC SWIMMING,PHYSICAL SPORTS,
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",BADMINTON,PHYSICAL SPORTS,
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",BOWLING,PHYSICAL SPORTS,
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",CANOEING,PHYSICAL SPORTS,
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",DIVING,PHYSICAL SPORTS,
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",FENCING,PHYSICAL SPORTS,
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",FLOORBALL,PHYSICAL SPORTS,
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",FOOTBALL,PHYSICAL SPORTS,
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",GOLF,PHYSICAL SPORTS,
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",HEALTH AND FITNESS,PHYSICAL SPORTS,CYCLING
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",ICE SKATING,PHYSICAL SPORTS,
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",IN-LINE SKATING,PHYSICAL SPORTS,ROLLERSPORTS
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",JUDO,PHYSICAL SPORTS,JIU JITSU
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",MODULAR CCA (SPORTS),PHYSICAL SPORTS,MULTI-SPORT
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",NETBALL,PHYSICAL SPORTS,
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",OUTDOOR ADVENTURE,PHYSICAL SPORTS,
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",RHYTHMIC GYMNASTICS,PHYSICAL SPORTS,
SINGAPORE SPORTS SCHOOL,"MIXED LEVEL (S1-S5, JC1-JC2)",ROCKWALL CLIMBING,PHYSICAL SPORTS,SPORT CLIMBING
